"","word","freq"
"ajaydevgn","ajaydevgn",1
"akheeva","akheeva",1
"akkada","akkada",1
"akkineninagarjunarajamoulisrinuvaitlaboyapatisreenu","akkineninagarjunarajamoulisrinuvaitlaboyapatisreenu",1
"almost","almost",1
"amtempermania","amtempermania",1
"andrajamoulibusy","andrajamoulibusy",1
"andsamanthacombinationalmovie","andsamanthacombinationalmovie",1
"andsundeep","andsundeep",1
"announced","announced",1
"anooprubens","anooprubens",1
"another","another",1
"ans","ans",1
"answer","answer",1
"antamaster","antamaster",1
"anushkas","anushkas",1
"apart","apart",1
"aplaylistbahubali","aplaylistbahubali",1
"apologies","apologies",1
"appreciated","appreciated",1
"appreciating","appreciating",1
"april","april",1
"around","around",1
"arrahman","arrahman",1
"article","article",1
"articlebaahubaliatsaarang","articlebaahubaliatsaarang",1
"articlerajamouli","articlerajamouli",1
"artiste","artiste",1
"artistrole","artistrole",1
"aspect","aspect",1
"aspiring","aspiring",1
"asset","asset",1
"atmos","atmos",1
"attending","attending",1
"audiences","audiences",1
"avanthikaread","avanthikaread",1
"avantika","avantika",1
"awaited","awaited",1
"baahubaliactor","baahubaliactor",1
"baahubalimovie","baahubalimovie",1
"baahubaliprabhasranadaggubatianushkatamannaahrajamoulikeeravanimahabali","baahubaliprabhasranadaggubatianushkatamannaahrajamoulikeeravanimahabali",1
"baahubalirajamouliprabhasanushkaranadaggubati","baahubalirajamouliprabhasanushkaranadaggubati",1
"baahubalis","baahubalis",1
"baahubalishankarrajamoulibaahubalishankardirectorshankar","baahubalishankarrajamoulibaahubalishankardirectorshankar",1
"bahubaliabn","bahubaliabn",1
"balakrishna","balakrishna",1
"ballaya","ballaya",1
"barrier","barrier",1
"based","based",1
"bbc","bbc",1
"bhatiafcbaahubali","bhatiafcbaahubali",1
"birthdaythe","birthdaythe",1
"blockbuster","blockbuster",1
"blowing","blowing",1
"bocapsule","bocapsule",1
"bold","bold",1
"born","born",1
"box","box",1
"brand","brand",1
"breakchitramala","breakchitramala",1
"bride","bride",1
"bring","bring",1
"brisk","brisk",1
"brother","brother",1
"budda","budda",1
"buddodu","buddodu",1
"budget","budget",1
"bulgaria","bulgaria",1
"bulgariathe","bulgariathe",1
"bulletnews","bulletnews",1
"bullseye","bullseye",1
"burada","burada",1
"burnsthis","burnsthis",1
"business","business",1
"businessman","businessman",1
"busy","busy",1
"buy","buy",1
"buzz","buzz",1
"called","called",1
"caption","caption",1
"caught","caught",1
"cbn","cbn",1
"celebrated","celebrated",1
"celebration","celebration",1
"celebs","celebs",1
"centric","centric",1
"certified","certified",1
"chance","chance",1
"chapter","chapter",1
"character","character",1
"chayali","chayali",1
"chesiddiha","chesiddiha",1
"chesuddi","chesuddi",1
"chiyaan","chiyaan",1
"choodaku","choodaku",1
"chudataniki","chudataniki",1
"clarity","clarity",1
"close","close",1
"cms","cms",1
"collaborate","collaborate",1
"combinationdirected","combinationdirected",1
"comeback","comeback",1
"complete","complete",1
"completed","completed",1
"completedpostproduction","completedpostproduction",1
"completepallibataniprabhasbaahubalianushkashettyrajamouliranadaggubati","completepallibataniprabhasbaahubalianushkashettyrajamouliranadaggubati",1
"completion","completion",1
"compliment","compliment",1
"composed","composed",1
"concept","concept",1
"congrats","congrats",1
"consciousbaahubali","consciousbaahubali",1
"controversyprabhasanushkarajamoulikeeravani","controversyprabhasanushkarajamoulikeeravani",1
"convinced","convinced",1
"cooking","cooking",1
"core","core",1
"couple","couple",1
"creation","creation",1
"credited","credited",1
"crew","crew",1
"crewpreviously","crewpreviously",1
"crocodile","crocodile",1
"croons","croons",1
"croressee","croressee",1
"crossed","crossed",1
"crucial","crucial",1
"curiosity","curiosity",1
"cyclone","cyclone",1
"dailynewsdailyupdates","dailynewsdailyupdates",1
"damn","damn",1
"date","date",1
"dates","dates",1
"dazzle","dazzle",1
"dears","dears",1
"debating","debating",1
"debut","debut",1
"debutmiss","debutmiss",1
"deep","deep",1
"deeply","deeply",1
"defeat","defeat",1
"delight","delight",1
"detheda","detheda",1
"devineni","devineni",1
"dialogues","dialogues",1
"different","different",1
"dikkulu","dikkulu",1
"dikkuluchoodakuramayya","dikkuluchoodakuramayya",1
"dikkuluchoodakuramayyamovie","dikkuluchoodakuramayyamovie",1
"direct","direct",1
"directors","directors",1
"dis","dis",1
"disappointment","disappointment",1
"disciple","disciple",1
"distributorpallibatanibahubalibahubalimovierajamouliprabhasranadaggubatianushkashettytelangana","distributorpallibatanibahubalibahubalimovierajamouliprabhasranadaggubatianushkashettytelangana",1
"diwali","diwali",1
"diwalirana","diwalirana",1
"doesnt","doesnt",1
"dolby","dolby",1
"donate","donate",1
"dop","dop",1
"doting","doting",1
"drama","drama",1
"dubbing","dubbing",1
"eagerly","eagerly",1
"eega","eega",1
"efforts","efforts",1
"egurutaai","egurutaai",1
"either","either",1
"elevation","elevation",1
"energy","energy",1
"enjoying","enjoying",1
"enough","enough",1
"episode","episode",1
"equipment","equipment",1
"etv","etv",1
"exception","exception",1
"expectations","expectations",1
"expected","expected",1
"experience","experience",1
"expressed","expressed",1
"eyes","eyes",1
"facesthe","facesthe",1
"facts","facts",1
"families","families",1
"famous","famous",1
"fantastic","fantastic",1
"fast","fast",1
"feature","feature",1
"features","features",1
"februarydetails","februarydetails",1
"feedback","feedback",1
"feel","feel",1
"felt","felt",1
"femaleoriented","femaleoriented",1
"festival","festival",1
"fight","fight",1
"fighter","fighter",1
"filma","filma",1
"filmmaker","filmmaker",1
"filmmakers","filmmakers",1
"filmsactress","filmsactress",1
"filmshare","filmshare",1
"filmshilpi","filmshilpi",1
"filmytalkieslive","filmytalkieslive",1
"fireaccident","fireaccident",1
"flylover","flylover",1
"follow","follow",1
"followed","followed",1
"following","following",1
"formalitiestrailer","formalitiestrailer",1
"formatsee","formatsee",1
"forward","forward",1
"friend","friend",1
"fromcvf","fromcvf",1
"fromprior","fromprior",1
"front","front",1
"fruit","fruit",1
"fund","fund",1
"gallerytemper","gallerytemper",1
"ganesh","ganesh",1
"garumay","garumay",1
"gave","gave",1
"gearing","gearing",1
"genius","genius",1
"gesture","gesture",1
"gets","gets",1
"given","given",1
"gng","gng",1
"goers","goers",1
"goes","goes",1
"gorgeous","gorgeous",1
"got","got",1
"grace","grace",1
"guest","guest",1
"guests","guests",1
"hands","hands",1
"happy","happy",1
"hard","hard",1
"hasnt","hasnt",1
"hayath","hayath",1
"hayathnagar","hayathnagar",1
"health","health",1
"heart","heart",1
"hearts","hearts",1
"help","help",1
"helping","helping",1
