"","score","text","path"
"534",2,"RT @navkumar8: Kiran Bedi is following BJP tradition of fighting from safe seat like Modi did from Vadodra.
KEJRIWAL is a real fighter.
#Waâ¦","https://twitter.com/GhatiyaDin"
"555",1,"RT @DrunkVinodMehta: Inspite Of repeated requests, #KiranBedi has Not Unblocked Kejriwal. Do we need a Rigid or flexible CM?
#BediVsKejriwal","https://twitter.com/lalitkashyap9"
"562",1,"@INCJosh @ibnlive @ArvindKejriwal

Would like to see even @thekiranbedi joing Debate with Kejriwal n Maken,
as suggestd by @BDUTT in Intw","https://twitter.com/JaiHIndtweets"
"566",1,"RT @obscurehamlet: Lets see if polling agencies like @cvoter n @nielsen have the courage to ask voters if they agree with Bedi refusing Kejâ¦","https://twitter.com/NitinVirmani2"
"597",1,"RT @INCIndia: #BenakabKejriwal 
Kejriwal promised Women Commando Force in 100 days of Govt Formation (See Pic). No word in 49 Days http://tâ¦","https://twitter.com/RahulBal2212"
"599",1,"RT @DrunkVinodMehta: Channels hv done the magic! 
#KiranBedi jumped 3% to 44% in 2days.
In 3days, Next Survey.
#KiranBedi 47%, Kejriwal 44%â¦","https://twitter.com/vk1969"
"601",2,"RT @himanshu0516: Mr.Kejriwal is extremely lucky to have SUCH passionate people backing him. #WalkWithKejriwal http://t.co/LDe2xkc0Qp","https://twitter.com/nregalsuit"
"605",1,"RT @ashu3page: Arvind kejriwal takes blessing from his mother this morning before leaving for filing his nomination from new delhi. http://â¦","https://twitter.com/sanjeevkumars11"
"612",1,"RT @indiantweeter: Mam @thekiranbedi as a Modi supporter (Modi ji follows me)  I request you to please go for a public debate with Arvind Kâ¦","https://twitter.com/push_cs"
"615",1,"RT @DrunkVinodMehta: Inspite Of repeated requests, #KiranBedi has Not Unblocked Kejriwal. Do we need a Rigid or flexible CM?
#BediVsKejriwal","https://twitter.com/Jayrajraghavan"
"616",1,"RT @DrunkVinodMehta: Inspite Of repeated requests, #KiranBedi has Not Unblocked Kejriwal. Do we need a Rigid or flexible CM?
#BediVsKejriwal","https://twitter.com/vaibhav3333"
"617",1,"RT @DrunkVinodMehta: Inspite Of repeated requests, #KiranBedi has Not Unblocked Kejriwal. Do we need a Rigid or flexible CM?
#BediVsKejriwal","https://twitter.com/alwynmithra1992"
"627",1,"@coolfunnytshirt @ANI_news :no wonder Modi &amp; kejriwal dont get along.Too much alike-public show of mother affection/intolerance streak etc","https://twitter.com/Shishir_Singh76"
"632",1,"RT @iamnarendranath: Look at the hoardings, hear Radio Ad,leaders speech, this is clear that Delhi election is Arvind kejriwal vs All.","https://twitter.com/vk1969"
"635",1,"RT @RituRahul: All u lucky people who r walking with kejriwal ..salutes!!!#WalkWithKejriwal @fdi_r @DharrmeshPatel1 @hpatil2874 @saurabh050â¦","https://twitter.com/DharrmeshPatel1"
"637",2,"RT @Amitjanhit: Mr.Kejriwal is extremely lucky to have SUCH passionate people backing him. 

#WalkWithKejriwal http://t.co/aEreGPPXWZ","https://twitter.com/gabrubhishek"
"638",1,"RT @DrunkVinodMehta: Channels hv done the magic! 
#KiranBedi jumped 3% to 44% in 2days.
In 3days, Next Survey.
#KiranBedi 47%, Kejriwal 44%â¦","https://twitter.com/Asif_AAP"
"644",1,"RT @indiantweeter: Mam @thekiranbedi as a Modi supporter (Modi ji follows me)  I request you to please go for a public debate with Arvind Kâ¦","https://twitter.com/ankit14hsr"
"649",1,"@suhelseth   enough of obama visit sir, plz tell us ur views on arvind kejriwal's open invitation for open debate tonkiran bedi...","https://twitter.com/nigamaks"
"650",1,"RT @indiantweeter: Mam @thekiranbedi as a Modi supporter (Modi ji follows me)  I request you to please go for a public debate with Arvind Kâ¦","https://twitter.com/ArpanGupta71"
"656",1,"RT @NBTDilli: Arvind Kejriwal and Ajay Maken say they are ready for political debate, now all eyes on BJP CM Candidate Kiran Bedi. #DelhiPoâ¦","https://twitter.com/ankit14hsr"
"666",1,"RT @DrunkVinodMehta: Channels hv done the magic! 
#KiranBedi jumped 3% to 44% in 2days.
In 3days, Next Survey.
#KiranBedi 47%, Kejriwal 44%â¦","https://twitter.com/anurag_bpr"
"669",1,"RT @NBTDilli: Arvind Kejriwal and Ajay Maken say they are ready for political debate, now all eyes on BJP CM Candidate Kiran Bedi. #DelhiPoâ¦","https://twitter.com/gops333"
"673",1,"@NBTDilli: Arvind Kejriwal and Ajay Maken say they are ready for political debate, now all eyes on BJP CM Candidate Kiran Bedi. #DelhiPolls","https://twitter.com/gops333"
