"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"11","@prochaitanya Pls support #PawanKalyan's #Janasena4Change. Add badge 2 ur profile http://t.co/z2YX3V0UUX via http://t.co/F6GMKIaGXu",FALSE,0,"prochaitanya",2014-11-03 10:41:40,FALSE,NA,"529221870063599616","604850121","<a href=""http://unfollowers.com"" rel=""nofollow"">Unfollowers.me</a>","PawanKalyan_IN",0,FALSE,FALSE,NA,NA
"12","@balajicma Pls support #PawanKalyan's #Janasena4Change. Add badge 2 ur profile http://t.co/z2YX3V0UUX via http://t.co/F6GMKIaGXu",FALSE,0,"balajicma",2014-11-03 10:41:40,FALSE,NA,"529221868956286976","2429244972","<a href=""http://unfollowers.com"" rel=""nofollow"">Unfollowers.me</a>","PawanKalyan_IN",0,FALSE,FALSE,NA,NA
"13","@gangareddypanna Pls support #PawanKalyan's #Janasena4Change. Add badge 2 ur profile http://t.co/z2YX3V0UUX via http://t.co/F6GMKIaGXu",FALSE,0,"gangareddypanna",2014-11-03 10:41:40,FALSE,NA,"529221867890962432","452238420","<a href=""http://unfollowers.com"" rel=""nofollow"">Unfollowers.me</a>","PawanKalyan_IN",0,FALSE,FALSE,NA,NA
"14","@ravirajcharan14 Pls support #PawanKalyan's #Janasena4Change. Add badge 2 ur profile http://t.co/z2YX3V0UUX via http://t.co/F6GMKIaGXu",FALSE,0,"ravirajcharan14",2014-11-03 10:41:40,FALSE,NA,"529221866896896000","2887609484","<a href=""http://unfollowers.com"" rel=""nofollow"">Unfollowers.me</a>","PawanKalyan_IN",0,FALSE,FALSE,NA,NA
"15","RT @renuudesai: Started sketching again after 13long years...work in progress...not yet completedÌ†ΩÌ∏ä http://t.co/6yRcRLVK1C",FALSE,0,NA,2014-11-03 10:22:49,FALSE,NA,"529217124141510656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PawanKalyan_IN",10,TRUE,FALSE,NA,NA
"16","RT @deepaknrn: 10 heroes who have 100 crore movies 
SRK,Salman,Aamir,Hrithik,Akshay,Ajay,Ranbir,Vijay,Dhanush,PawanKalyan",FALSE,0,NA,2014-11-03 09:59:30,FALSE,NA,"529211256398307328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LifeReckons",16,TRUE,FALSE,NA,NA
"17","RT @PawanKalyanInfo: #Pawankalyan is the Art of living -
Ravi shankar guruji",FALSE,0,NA,2014-11-03 09:53:18,FALSE,NA,"529209697178370049",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","genuinestart",4,TRUE,FALSE,NA,NA
"18","RT @deepaknrn: 10 heroes who have 100 crore movies 
SRK,Salman,Aamir,Hrithik,Akshay,Ajay,Ranbir,Vijay,Dhanush,PawanKalyan",FALSE,0,NA,2014-11-03 09:51:24,FALSE,NA,"529209217324822528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sathyavijay22",16,TRUE,FALSE,NA,NA
"19","RT @PawanKalyanFan: Actor &amp; #JanaSenaParty founder #PawanKalyan along with art of living guru SriSri RaviShankar lighting Karthika Deepam h‚Ä¶",FALSE,0,NA,2014-11-03 09:45:05,FALSE,NA,"529207627008724992",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","pavan2676",10,TRUE,FALSE,NA,NA
"20","RT @deepaknrn: 10 heroes who have 100 crore movies 
SRK,Salman,Aamir,Hrithik,Akshay,Ajay,Ranbir,Vijay,Dhanush,PawanKalyan",FALSE,0,NA,2014-11-03 09:43:13,FALSE,NA,"529207159850950656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Its_Suriya",16,TRUE,FALSE,NA,NA
"21","Who will Pawan Kalyan nominate?

Read here: http://t.co/yVoZ21spEL http://t.co/uqgpcxLjs4",FALSE,0,NA,2014-11-03 09:38:30,FALSE,NA,"529205970363514880",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","YSRCPJaganMohan",0,FALSE,FALSE,NA,NA
"22","Who will Pawan Kalyan nominate?

Read here: http://t.co/kGDpasXxvA http://t.co/mtYosJdJzJ",FALSE,0,NA,2014-11-03 09:38:02,FALSE,NA,"529205853451059202",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SakshiPost",0,FALSE,FALSE,NA,NA
"23","RT @deepaknrn: 10 heroes who have 100 crore movies 
SRK,Salman,Aamir,Hrithik,Akshay,Ajay,Ranbir,Vijay,Dhanush,PawanKalyan",FALSE,0,NA,2014-11-03 09:36:02,FALSE,NA,"529205349723566082",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VIJAY_muthu06",16,TRUE,FALSE,NA,NA
