"","score","text","path"
"363",-3,"RT @InspowerMinds: I'm not afraid of trying again. I'm afraid of getting hurt for the same reason again.","https://twitter.com/kajal_here"
"383",-1,"I hate how females are so dependant on makeup (myself included although I only apply eyeliner, both liquid and kajal).","https://twitter.com/idrinkblueblood"
"396",-1,"Hat trick pair #Tarak #Kajal :* :* #TemperMania","https://twitter.com/MyselfPa1"
"431",-1,"temper theaters count: Jr NTR, Kajal Agarwal starrer Temper will have wide release worldwide. The mass action ... http://t.co/ly6waiHjFe","https://twitter.com/kevkekacom"
"456",-1,"RT @MePurplelicious: I miss the way you looked into my eyes and said kajal ke bina tum bilkul bimaar dikhti ho baby.","https://twitter.com/brisk_soul"
"482",-1,"RT @MePurplelicious: I miss the way you looked into my eyes and said kajal ke bina tum bilkul bimaar dikhti ho baby.","https://twitter.com/KismiBar"
"488",-1,"Kajal is asking for a slap","https://twitter.com/imawesomebeech"
"497",-1,"RT @ARetardedZombie: Her messed up hair , glowing cheeks , imperfect kajal and the way she throws back her neck when she laughs..
He remainâ¦","https://twitter.com/Manahilll_"
"534",-1,"@rixabh without kajal I actually look sick :'D","https://twitter.com/MePurplelicious"
"537",-1,"RT @MePurplelicious: I miss the way you looked into my eyes and said kajal ke bina tum bilkul bimaar dikhti ho baby.","https://twitter.com/KinzaSaleem"
"541",-1,"RT @MePurplelicious: I miss the way you looked into my eyes and said kajal ke bina tum bilkul bimaar dikhti ho baby.","https://twitter.com/adidave92"
"543",-1,"@ttrinadasgupta sad stories of kajal using girls :(","https://twitter.com/MePurplelicious"
"548",-1,"RT @MePurplelicious: I miss the way you looked into my eyes and said kajal ke bina tum bilkul bimaar dikhti ho baby.","https://twitter.com/ColorsAndDrama"
"552",-1,"@MePurplelicious My boss look at me &amp; says""you didn't sleep last night?"". In my head wtf, how does he know.. Then I know kajal is d culprit!","https://twitter.com/ttrinadasgupta"
"559",-1,"RT @MePurplelicious: I miss the way you looked into my eyes and said kajal ke bina tum bilkul bimaar dikhti ho baby.","https://twitter.com/RjMist"
"561",-1,"RT @ARetardedZombie: Her messed up hair , glowing cheeks , imperfect kajal and the way she throws back her neck when she laughs..
He remainâ¦","https://twitter.com/UmnnaAman"
"566",-1,"RT @ARetardedZombie: Her messed up hair , glowing cheeks , imperfect kajal and the way she throws back her neck when she laughs..
He remainâ¦","https://twitter.com/Notmystuff_"
"567",-1,"RT @MePurplelicious: I miss the way you looked into my eyes and said kajal ke bina tum bilkul bimaar dikhti ho baby.","https://twitter.com/Monique_essence"
"568",-1,"RT @MePurplelicious: I miss the way you looked into my eyes and said kajal ke bina tum bilkul bimaar dikhti ho baby.","https://twitter.com/sahiba_gulati"
"569",-1,"RT @MePurplelicious: I miss the way you looked into my eyes and said kajal ke bina tum bilkul bimaar dikhti ho baby.","https://twitter.com/Alllahdin"
"572",-1,"RT @MePurplelicious: I miss the way you looked into my eyes and said kajal ke bina tum bilkul bimaar dikhti ho baby.","https://twitter.com/fb4c35b4623c414"
"574",-1,"Happiness z but an occasional episode in the regular drama of pain :)

gud evng readers :)

#kajal","https://twitter.com/baabugkp"
"575",-1,"I miss the way you looked into my eyes and said kajal ke bina tum bilkul bimaar dikhti ho baby.","https://twitter.com/MePurplelicious"
"601",-1,"RT @ARetardedZombie: Her messed up hair , glowing cheeks , imperfect kajal and the way she throws back her neck when she laughs..
He remainâ¦","https://twitter.com/spermonsteroids"
"612",-1,"@kavinaguero @saran_raj11 KAVIN I angry with you coz what happ to meeting me with kajal?","https://twitter.com/nivaaaaaa_"
"620",-1,"RT @ARetardedZombie: Her messed up hair , glowing cheeks , imperfect kajal and the way she throws back her neck when she laughs..
He remainâ¦","https://twitter.com/zafirawr"
"628",-1,"RT @ARetardedZombie: Her messed up hair , glowing cheeks , imperfect kajal and the way she throws back her neck when she laughs..
He remainâ¦","https://twitter.com/NerdyJarckles"
"629",-1,"RT @ARetardedZombie: Her messed up hair , glowing cheeks , imperfect kajal and the way she throws back her neck when she laughs..
He remainâ¦","https://twitter.com/DeSikandar"
"630",-1,"RT @ARetardedZombie: Her messed up hair , glowing cheeks , imperfect kajal and the way she throws back her neck when she laughs..
He remainâ¦","https://twitter.com/LadybugGiggles"
"631",-1,"RT @ARetardedZombie: Her messed up hair , glowing cheeks , imperfect kajal and the way she throws back her neck when she laughs..
He remainâ¦","https://twitter.com/e67b0dfb93d7443"
"655",-1,"About Quivering: Personal prejudice and bias affect us profoundly. It is, sadly, one of lifeâs less attractive... http://t.co/b0jCAsN2P8","https://twitter.com/kajal_kapur"
"672",-2,"RT @Varun_dvn: #revengeforfitness #badlapurchallenge challenge your body and take revenge against fat @prashantsixpack http://t.co/AW1z4ec9â¦","https://twitter.com/kajal_khnn"
"688",-1,"""@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""301","https://twitter.com/kajal_limbu"
"689",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""300","https://twitter.com/kajal_limbu"
"690",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""299","https://twitter.com/kajal_limbu"
"691",-1,"@Harry_StylesYeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""298","https://twitter.com/kajal_limbu"
"692",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""297","https://twitter.com/kajal_limbu"
"693",-1,": @Harry_Styles  Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""296","https://twitter.com/kajal_limbu"
"694",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""295","https://twitter.com/kajal_limbu"
"695",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""294","https://twitter.com/kajal_limbu"
"696",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""293","https://twitter.com/kajal_limbu"
"697",-1,"@Harry_StylesYeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""292","https://twitter.com/kajal_limbu"
"698",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""291","https://twitter.com/kajal_limbu"
